RUN	com.yajb.loadtest.SearchLoadSimulation	searchloadsimulation	1696961166289	 	3.9.3
USER	warm up	START	1696961167283
REQUEST		search	1696961167366	1696961167474	OK	 
REQUEST		search	1696961169441	1696961169508	OK	 
USER	warm up	START	1696961171254
REQUEST		search	1696961171208	1696961171278	OK	 
REQUEST		search	1696961171256	1696961171342	OK	 
REQUEST		search	1696961172391	1696961172471	OK	 
REQUEST		search	1696961172433	1696961172495	OK	 
REQUEST		search	1696961173722	1696961173791	OK	 
REQUEST		search	1696961173908	1696961173973	OK	 
REQUEST		search	1696961175011	1696961175085	OK	 
USER	warm up	START	1696961175254
REQUEST		search	1696961175254	1696961175342	OK	 
REQUEST		search	1696961175777	1696961175848	OK	 
REQUEST		search	1696961176828	1696961176900	OK	 
REQUEST		search	1696961177310	1696961177377	OK	 
REQUEST		search	1696961177527	1696961177598	OK	 
REQUEST		search	1696961178140	1696961178209	OK	 
REQUEST		search	1696961178675	1696961178733	OK	 
USER	warm up	START	1696961179254
REQUEST		search	1696961179252	1696961179322	OK	 
REQUEST		search	1696961179255	1696961179344	OK	 
REQUEST		search	1696961179406	1696961179478	OK	 
REQUEST		search	1696961180546	1696961180615	OK	 
REQUEST		search	1696961180710	1696961180783	OK	 
REQUEST		search	1696961180776	1696961180850	OK	 
REQUEST		search	1696961180947	1696961181018	OK	 
REQUEST		search	1696961181714	1696961181779	OK	 
REQUEST		search	1696961181884	1696961181954	OK	 
REQUEST		search	1696961182469	1696961182537	OK	 
REQUEST		search	1696961182853	1696961182917	OK	 
REQUEST		search	1696961182987	1696961183049	OK	 
REQUEST		search	1696961182980	1696961183052	OK	 
USER	warm up	START	1696961183253
REQUEST		search	1696961183254	1696961183341	OK	 
REQUEST		search	1696961183919	1696961184000	OK	 
REQUEST		search	1696961184301	1696961184364	OK	 
REQUEST		search	1696961184604	1696961184666	OK	 
REQUEST		search	1696961184778	1696961184840	OK	 
REQUEST		search	1696961184791	1696961184849	OK	 
REQUEST		search	1696961185031	1696961185095	OK	 
REQUEST		search	1696961185483	1696961185549	OK	 
REQUEST		search	1696961186607	1696961186675	OK	 
REQUEST		search	1696961186612	1696961186676	OK	 
REQUEST		search	1696961186626	1696961186691	OK	 
REQUEST		search	1696961187030	1696961187098	OK	 
REQUEST		search	1696961187092	1696961187156	OK	 
REQUEST		search	1696961187776	1696961187840	OK	 
REQUEST		search	1696961187965	1696961188028	OK	 
REQUEST		search	1696961188109	1696961188183	OK	 
REQUEST		search	1696961188315	1696961188382	OK	 
REQUEST		search	1696961188472	1696961188532	OK	 
REQUEST		search	1696961189381	1696961189445	OK	 
REQUEST		search	1696961189387	1696961189451	OK	 
REQUEST		search	1696961189543	1696961189615	OK	 
REQUEST		search	1696961190035	1696961190095	OK	 
REQUEST		search	1696961190161	1696961190221	OK	 
REQUEST		search	1696961190483	1696961190548	OK	 
REQUEST		search	1696961190598	1696961190663	OK	 
REQUEST		search	1696961191062	1696961191162	OK	 
REQUEST		search	1696961191228	1696961191290	OK	 
REQUEST		search	1696961191749	1696961191854	OK	 
REQUEST		search	1696961191996	1696961192058	OK	 
REQUEST		search	1696961192414	1696961192474	OK	 
REQUEST		search	1696961192699	1696961192764	OK	 
REQUEST		search	1696961192664	1696961192766	OK	 
REQUEST		search	1696961193239	1696961193306	OK	 
REQUEST		search	1696961193570	1696961193680	OK	 
REQUEST		search	1696961194219	1696961194282	OK	 
REQUEST		search	1696961194346	1696961194408	OK	 
REQUEST		search	1696961194565	1696961194647	OK	 
REQUEST		search	1696961194522	1696961194647	OK	 
REQUEST		search	1696961194964	1696961195070	OK	 
REQUEST		search	1696961195650	1696961195759	OK	 
REQUEST		search	1696961195689	1696961195792	OK	 
REQUEST		search	1696961196174	1696961196238	OK	 
REQUEST		search	1696961196251	1696961196315	OK	 
REQUEST		search	1696961196919	1696961197022	OK	 
REQUEST		search	1696961197088	1696961197206	OK	 
REQUEST		search	1696961197111	1696961197228	OK	 
REQUEST		search	1696961197433	1696961197500	OK	 
REQUEST		search	1696961198283	1696961198350	OK	 
REQUEST		search	1696961198717	1696961198832	OK	 
REQUEST		search	1696961198810	1696961198908	OK	 
REQUEST		search	1696961199134	1696961199192	OK	 
REQUEST		search	1696961199188	1696961199250	OK	 
REQUEST		search	1696961199817	1696961199883	OK	 
REQUEST		search	1696961200382	1696961200449	OK	 
REQUEST		search	1696961200420	1696961200482	OK	 
REQUEST		search	1696961200477	1696961200538	OK	 
REQUEST		search	1696961200758	1696961200861	OK	 
REQUEST		search	1696961201315	1696961201376	OK	 
REQUEST		search	1696961201468	1696961201534	OK	 
REQUEST		search	1696961201866	1696961201967	OK	 
