RUN	com.yajb.loadtest.search.SearchLoadSimulation	searchloadsimulation	1684438145252	 	3.9.3
USER	warm up	START	1684438147278
REQUEST		search	1684438147368	1684438147847	OK	 
USER	warm up	START	1684438148267
REQUEST		search	1684438148344	1684438148792	OK	 
USER	warm up	START	1684438149266
REQUEST		search	1684438149457	1684438149681	OK	 
REQUEST		search	1684438149267	1684438149706	OK	 
USER	warm up	START	1684438150263
REQUEST		search	1684438150163	1684438150431	OK	 
REQUEST		search	1684438150264	1684438150699	OK	 
REQUEST		search	1684438150994	1684438151201	OK	 
USER	warm up	START	1684438151262
REQUEST		search	1684438151347	1684438151581	OK	 
REQUEST		search	1684438151263	1684438151732	OK	 
REQUEST		search	1684438151708	1684438151939	OK	 
REQUEST		search	1684438151937	1684438152143	OK	 
USER	warm up	START	1684438152262
REQUEST		search	1684438152374	1684438152588	OK	 
REQUEST		search	1684438152263	1684438152703	OK	 
USER	warm up	START	1684438153263
REQUEST		search	1684438153340	1684438153547	OK	 
REQUEST		search	1684438153341	1684438153580	OK	 
REQUEST		search	1684438153480	1684438153681	OK	 
REQUEST		search	1684438153264	1684438153681	OK	 
REQUEST		search	1684438153553	1684438153755	OK	 
REQUEST		search	1684438153736	1684438153933	OK	 
REQUEST		search	1684438153957	1684438154154	OK	 
USER	warm up	START	1684438154263
REQUEST		search	1684438154263	1684438154692	OK	 
REQUEST		search	1684438154585	1684438154794	OK	 
REQUEST		search	1684438154594	1684438154831	OK	 
REQUEST		search	1684438154894	1684438155096	OK	 
REQUEST		search	1684438154979	1684438155200	OK	 
USER	warm up	START	1684438155262
REQUEST		search	1684438155263	1684438155703	OK	 
REQUEST		search	1684438155717	1684438155930	OK	 
REQUEST		search	1684438155738	1684438155941	OK	 
REQUEST		search	1684438155770	1684438155980	OK	 
USER	warm up	START	1684438156263
REQUEST		search	1684438156102	1684438156306	OK	 
REQUEST		search	1684438156224	1684438156430	OK	 
REQUEST		search	1684438156426	1684438156654	OK	 
REQUEST		search	1684438156446	1684438156656	OK	 
REQUEST		search	1684438156264	1684438156705	OK	 
REQUEST		search	1684438156526	1684438156731	OK	 
REQUEST		search	1684438157168	1684438157380	OK	 
REQUEST		search	1684438157444	1684438157644	OK	 
REQUEST		search	1684438157475	1684438157680	OK	 
REQUEST		search	1684438157932	1684438158135	OK	 
REQUEST		search	1684438158093	1684438158306	OK	 
REQUEST		search	1684438158112	1684438158381	OK	 
REQUEST		search	1684438158192	1684438158395	OK	 
REQUEST		search	1684438158425	1684438158630	OK	 
REQUEST		search	1684438158489	1684438158686	OK	 
REQUEST		search	1684438158530	1684438158736	OK	 
REQUEST		search	1684438158999	1684438159201	OK	 
REQUEST		search	1684438159065	1684438159280	OK	 
REQUEST		search	1684438159390	1684438159630	OK	 
REQUEST		search	1684438159607	1684438159829	OK	 
REQUEST		search	1684438159635	1684438159834	OK	 
REQUEST		search	1684438159975	1684438160205	OK	 
REQUEST		search	1684438160086	1684438160286	OK	 
REQUEST		search	1684438160031	1684438160405	OK	 
REQUEST		search	1684438160294	1684438160494	OK	 
REQUEST		search	1684438160484	1684438160687	OK	 
REQUEST		search	1684438160604	1684438160805	OK	 
REQUEST		search	1684438160813	1684438161036	OK	 
REQUEST		search	1684438160970	1684438161187	OK	 
REQUEST		search	1684438161004	1684438161200	OK	 
REQUEST		search	1684438161715	1684438161939	OK	 
REQUEST		search	1684438161774	1684438161979	OK	 
REQUEST		search	1684438161855	1684438162055	OK	 
REQUEST		search	1684438161879	1684438162079	OK	 
REQUEST		search	1684438162009	1684438162211	OK	 
REQUEST		search	1684438162070	1684438162279	OK	 
REQUEST		search	1684438162345	1684438162544	OK	 
REQUEST		search	1684438162768	1684438162985	OK	 
REQUEST		search	1684438162853	1684438163054	OK	 
REQUEST		search	1684438162977	1684438163179	OK	 
REQUEST		search	1684438163174	1684438163379	OK	 
REQUEST		search	1684438163201	1684438163404	OK	 
REQUEST		search	1684438163404	1684438163605	OK	 
REQUEST		search	1684438163480	1684438163688	OK	 
